testu_hitza	hitz_egokitua	lemma	mlv_lexeme	aingura	token_zbk	testuingurua-ezker	testu-hitza	eskuin-testuingurua
otoi	otoi	otoi	https://monumenta.wikibase.cloud/wiki/Lexeme:L62967	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#261	5660	... nuzuia heben bortxatu ? @ Aldi honetan ,	otoi	, utzi nazazu ; @ bertze aldi batez ...
otoi	otoi	otoi	https://monumenta.wikibase.cloud/wiki/Lexeme:L62967	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#264	5704	... — « Amore , etzitela ,	otoi	, despara , @ honat begitartez itzul zakizat ...
otoi	otoi	otoi	https://monumenta.wikibase.cloud/wiki/Lexeme:L62967	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#270	5803	... duzu ; @ nik zugatik dudan pena ,	otoi	, sendi ezazu ; @ zuretako har nazazu ...
otoi	otoi	otoi	https://monumenta.wikibase.cloud/wiki/Lexeme:L62967	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#272	5854	... amoria ehork eziakikezu ; @ sekretuki minzazeko ,	otoi	, bide idazu ; @ rnekila minzatziaz gaitzik ...
otoi	otoi	otoi	https://monumenta.wikibase.cloud/wiki/Lexeme:L62967	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#280	6037	... Jangoikoa , muta ezak ,	otoi	, ene bihotza , @ amoriaren , hark ...
otoi	otoi	otoi	https://monumenta.wikibase.cloud/wiki/Lexeme:L62967	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#290	6288	... deraut malizia handia ; @ haier hura ,	otoi	, barka ; niri balia egia . @ ...
otoi	otoi	otoi	https://monumenta.wikibase.cloud/wiki/Lexeme:L62967	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#292	6326	... bekatu ; @ haiez nahi ez nuzula ,	otoi	, heben punitu ; @ erregeri , dakidala ...
otoi	otoi	otoi	https://monumenta.wikibase.cloud/wiki/Lexeme:L62967	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#305	6695	... , gizon ogen gabia , @ osorik ,	otoi	, ialgiteko zuk idazu bidia , @ izterbegiak ...
otoi	otoi	otoi	https://monumenta.wikibase.cloud/wiki/Lexeme:L62967	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#306	6725	... gaitzena . @ Ni bezala ez dadila ,	otoi	, ehor engana , @ ez eta re ...
otoik	otoik	otoika	https://monumenta.wikibase.cloud/wiki/Lexeme:L62972	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#84	1937	... , @ jujeak ere ez enzunen ezein ere	otoik	; @ egun harzaz orit giten , otoi ...
otoitz	otoitz	otoitz	https://monumenta.wikibase.cloud/wiki/Lexeme:L62980	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#3	205	... oboro haren abanzatzeko eta obligato giren guziak Jeinkoari	otoitz	egitera , dizun mundu honetan prosperoki bizia eta ...
otoitzen	otoitzen	otoitz	https://monumenta.wikibase.cloud/wiki/Lexeme:L62980	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#253	5532	... nazazu ; @ nola erhoturik narabilazu ; @	otoitzen	nitzautzu , niri euztazu , @ Ene gogoa ...
otoitzen	otoitzen	otoitz	https://monumenta.wikibase.cloud/wiki/Lexeme:L62980	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#257	5598	... zuk ni laido handiz beteren nuzu ; @	otoitzen	nitzaitzu , niri uztazu @ nizaz atseginik ezin ...
otoitzera	otoitzera	otoitzera	https://monumenta.wikibase.cloud/wiki/Lexeme:L62982	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#110	2535	... zugana niatorkezu , bekatore handia , @ karioki	otoitzera	zu zakiztan balia , @ digne ezpaniz aipatzera ...
otsoa	otsoa	hots	https://monumenta.wikibase.cloud/wiki/Lexeme:L63036	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#38	850	... ez dakusat bain laxo den artzainik , @	otsoa	henzen ez duienik bere ardietarik ; @ gure ...
pagatu	pagatu	pagatu	https://monumenta.wikibase.cloud/wiki/Lexeme:L63507	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#6	249	... ez du nahi mutil gaixtoa eduki @ ez	pagatu	soldatarik zerbizatu gaberik ; @ Jangoikua ari duzu ...
paguia	pagia	paga	https://monumenta.wikibase.cloud/wiki/Lexeme:L63487	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#98	2297	... bizia ; @ Hoiegatik orogatik zer da zuien	paguia	. ...
parabizuia	parabizuia	par	https://monumenta.wikibase.cloud/wiki/Lexeme:L63955	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#3	214	... , dizun mundu honetan prosperoki bizia eta bertzian	parabizuia	. Amen ...
parabizuia	parabizuia	par	https://monumenta.wikibase.cloud/wiki/Lexeme:L63955	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#37	830	... gauza guzia : @ ongi egin badazagu segur	parabizuia	, @ bekatutan hil dadina bertan kondenatuia . ...
parabizuia	parabizuia	par	https://monumenta.wikibase.cloud/wiki/Lexeme:L63955	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#122	2826	... jaunareki egidazu bakia , @ bekatuiak barkaturik didan	parabizuia	. ...
parabizuian	parabizuian	par	https://monumenta.wikibase.cloud/wiki/Lexeme:L63955	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#166	3943	... etxean den gauza oro gaizki erreglaturik ; @	parabizuian	nahi ez nuke emazterik ez balitz . @ ...
pare	pare	pare	https://monumenta.wikibase.cloud/wiki/Lexeme:L64023	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#116	2683	... gomendatuia . @ O andere exzelente , ezein	pare	gabia , @ salbatuietarik nizan egidazu grazia . ...
parerik	parerik	parera	https://monumenta.wikibase.cloud/wiki/Lexeme:L64038	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#196	4604	... Parti albanengidio hark ez luke	parerik	, @ alabana nik ez dizit hain hon ...
parerik	parerik	parera	https://monumenta.wikibase.cloud/wiki/Lexeme:L64038	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#322	6847	... bertzerik @ orai ez da erideiten @ euskararen	parerik	. ...
paria	paria	par	https://monumenta.wikibase.cloud/wiki/Lexeme:L63955	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#268	5757	... @ nerri orotan gauza oroz ez du bere	paria	; @ othoize bat banegion larradala egia , ...
parleriak	parleriak	parleria	https://monumenta.wikibase.cloud/wiki/Lexeme:L64075	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#86	1994	... haien maliziak @ eta guti baliako kautela eta	parleriak	. ...
partaide	partaide	partaide	https://monumenta.wikibase.cloud/wiki/Lexeme:L64146	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#203	4751	... Badakizu dolorian	partaide	niz ni ere @ eta zure mutatzeko ez ...
parte	parte	parte	https://monumenta.wikibase.cloud/wiki/Lexeme:L64159	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#80	1807	... dira judizio handian : @ jujeak duien potestate	parte	ororen gainian , @ demandantak erran dezan bere ...
parti	parti	parti	https://monumenta.wikibase.cloud/wiki/Lexeme:L64173	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#196	4599	...  	Parti	albanengidio hark ez luke parerik , @ alabana ...
parti	parti	parti	https://monumenta.wikibase.cloud/wiki/Lexeme:L64173	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#247	5432	... — « Amoriak : otoi	parti	gitezen ; @ Jendiak diradela hasi bekaitzen , ...
partia	partia	parti	https://monumenta.wikibase.cloud/wiki/Lexeme:L64173	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#104	2428	... salbatuiak Jeinkoareki beti alegeraki @ Jangoikuak dagiela gure	partia	hoieki . ...
partitu	partitu	partitu	https://monumenta.wikibase.cloud/wiki/Lexeme:L64197	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#135	3128	... , @ nork beria berziari ez du nahi	partitu	; @ ama birjen gloriosa hanbat bada konplitu ...
partitu	partitu	partitu	https://monumenta.wikibase.cloud/wiki/Lexeme:L64197	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#183	4315	... Amoria ehork ere ez du nahi	partitu	; @ nik ez dakit berziak bana , ...
partitzeko	partitzeko	partitze	https://monumenta.wikibase.cloud/wiki/Lexeme:L64199	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#120	2764	... eta gero dauginian ene eriotzia , @ arimaren	partitzeko	oren izigarria , @ ordu hartan behar baitut ...
partitzen	partitzen	partitze	https://monumenta.wikibase.cloud/wiki/Lexeme:L64199	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#35	785	... hotzian egoizten , @ unharzuna ahaidiek bertan dute	partitzen	, @ arima gaixoa dabilela norat ahal dagien ...
partitzia	partitzia	parti	https://monumenta.wikibase.cloud/wiki/Lexeme:L64173	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#195	4598	... AMOROSEN	PARTITZIA	 ...
partitzia	partitzia	parti	https://monumenta.wikibase.cloud/wiki/Lexeme:L64173	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#198	4647	... @ harekila egoitiaz ezpaneinde enoia ; @ harganiko	partitzia	ene eihargarria ; @ berriz ikus dirodano , ...
partitzia	partitzia	parti	https://monumenta.wikibase.cloud/wiki/Lexeme:L64173	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#248	5455	... @ Jamas zurekila enainde enoia , @ bizirik	partitzia	pena handia ; @ honein sarri uzi nahi ...
partizeko	partizeko	parti	https://monumenta.wikibase.cloud/wiki/Lexeme:L64173	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#246	5428	... Uztazu hurtanzera , amore maite . @ orai	partizeko	damu ginate. » ...
partizeko	partizeko	parti	https://monumenta.wikibase.cloud/wiki/Lexeme:L64173	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#250	5492	... @ are elgarreki behar diguzu , @ orai	partizeko	damu gituzu. » ...
pasione	pasione	pasio	https://monumenta.wikibase.cloud/wiki/Lexeme:L64301	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#39	890	... Kontenplatu behar dugu	pasione	sainduia @ eta sendi bihotzian haren pena handia ...
pasione	pasione	pasio	https://monumenta.wikibase.cloud/wiki/Lexeme:L64301	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#95	2201	... Hartu nahi zuienian	pasione	saindua , @ haren kontra jin zenian armaturik ...
pausu	pausu	pausu	https://monumenta.wikibase.cloud/wiki/Lexeme:L64492	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#54	1261	... , @ pena handi , izigarri , ezein	pausu	gabia ; @ sekulakoz egon behar hango sugar ...
pausu	pausu	pausu	https://monumenta.wikibase.cloud/wiki/Lexeme:L64492	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#78	1765	... ifernuko garrian , @ sekulako suian eta ezein	pausu	gabian . @ Orok , othoi , onsa ...
pausu	pausu	pausu	https://monumenta.wikibase.cloud/wiki/Lexeme:L64492	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#82	1873	... dauke triste bekatoria ; @ orotarik zerraturik daude	pausu	guziak . ...
pausu	pausu	pausu	https://monumenta.wikibase.cloud/wiki/Lexeme:L64492	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#299	6547	... , @ pena handi , izigarri , ezein	pausu	gabia ; @ hartzaz orit adi eta dukek ...
pausuia	pausuia	pausu	https://monumenta.wikibase.cloud/wiki/Lexeme:L64492	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#230	5245	... Gizonak duien maitena baietare hobena , @ bihotzeko	pausuia	du eta bere lo huna . @ ...
pausurik	pausurik	pausu	https://monumenta.wikibase.cloud/wiki/Lexeme:L64492	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#231	5257	... Orai lorik ezin daidit , bihotzian ez	pausurik	; @ haiek biak galdu ditut , amoria ...
pazienter	pazienter	paziente	https://monumenta.wikibase.cloud/wiki/Lexeme:L64526	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#302	6626	... bere meretsituia : @ gaizkigiler pena handi ,	pazienter	gloria . ...
pazientki	pazientki	pazia	https://monumenta.wikibase.cloud/wiki/Lexeme:L64519	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#293	6366	... zure egina laudatu @ eta etsaiak didan pena	pazientki	haritu , @ nahiz heben pena nadin , ...
pazientza	pazientza	pazia	https://monumenta.wikibase.cloud/wiki/Lexeme:L64519	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#289	6257	... @ balinetan bide gabe akusatu bagira ; @	pazientza	dugun eta Jeinkoak gizan aiuta ; @ malizian ...
pazientzia	pazientzia	pazientzia	https://monumenta.wikibase.cloud/wiki/Lexeme:L64527	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#299	6554	... gabia ; @ hartzaz orit adi eta dukek	pazientzia	. ...
peitu	peitu	peitu	https://monumenta.wikibase.cloud/wiki/Lexeme:L64605	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#136	3158	... uken behin ere bere konplimenduia : @ beti	peitu	deramate bere mende guzia . @ Emazte eta ...
peko	peko	peko	https://monumenta.wikibase.cloud/wiki/Lexeme:L64624	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#134	3095	... balia , @ zeruia lurra itxasoa , haren	peko	guzia ; @ orotara hedatzen du , behar ...
pena	pena	pena	https://monumenta.wikibase.cloud/wiki/Lexeme:L64716	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#7	274	... deramate urtia , @ soldata apur bategatik hartzen	pena	handia ; @ Jangoikoak behar luke guk bezanbat ...
pena	pena	pena	https://monumenta.wikibase.cloud/wiki/Lexeme:L64716	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#39	896	... dugu pasione sainduia @ eta sendi bihotzian haren	pena	handia ; @ nola zagoen kurutzian oro zauriz ...
pena	pena	pena	https://monumenta.wikibase.cloud/wiki/Lexeme:L64716	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#41	942	... ama maitia eta mundu ororen habia , @	pena	hetan ekusteaz bere seme maitia @ eta hiltzen ...
pena	pena	pena	https://monumenta.wikibase.cloud/wiki/Lexeme:L64716	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#54	1255	... Bekatorek ifernuian dute	pena	handia , @ pena handi , izigarri , ...
pena	pena	pena	https://monumenta.wikibase.cloud/wiki/Lexeme:L64716	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#54	1257	... Bekatorek ifernuian dute pena handia , @	pena	handi , izigarri , ezein pausu gabia ; ...
pena	pena	pena	https://monumenta.wikibase.cloud/wiki/Lexeme:L64716	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#78	1757	... Harren bier emanen du sentenzia pizuia @ elgarreki	pena	diten ifernuko garrian , @ sekulako suian eta ...
pena	pena	pena	https://monumenta.wikibase.cloud/wiki/Lexeme:L64716	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#127	2918	... ez dut uken probetxurik batere ; @ anitz	pena	, arima gal , hanera eta neuri ere ...
pena	pena	pena	https://monumenta.wikibase.cloud/wiki/Lexeme:L64716	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#143	3347	... hotzik eta berorik ; @ loa galdu ,	pena	aski , bana ez arimagatik : @ orai ...
pena	pena	pena	https://monumenta.wikibase.cloud/wiki/Lexeme:L64716	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#194	4586	... Haren ere Jangoikoak dakarrela nigana , @ ene	pena	sar dakion bihotzian barrena , @ gogo hunez ...
pena	pena	pena	https://monumenta.wikibase.cloud/wiki/Lexeme:L64716	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#210	4898	... dakusat nihaur bezain erorik : @ nik norgatik	pena	baitut , hark ene ez du axolik ; ...
pena	pena	pena	https://monumenta.wikibase.cloud/wiki/Lexeme:L64716	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#216	5049	... kondurik ; @ ziren zirena baitzira , zuzaz	pena	dizit nik ; @ ene ustean ez dut ...
pena	pena	pena	https://monumenta.wikibase.cloud/wiki/Lexeme:L64716	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#235	5307	... duzu , ero botzen badakizu ; @ zure	pena	diozunok nonbait handi bide ituzu. » @ ...
pena	pena	pena	https://monumenta.wikibase.cloud/wiki/Lexeme:L64716	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#244	5414	... Albanerra egia nik dut	pena	handia ; @ sekretuki minza giten biok , ...
pena	pena	pena	https://monumenta.wikibase.cloud/wiki/Lexeme:L64716	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#248	5456	... Jamas zurekila enainde enoia , @ bizirik partitzia	pena	handia ; @ honein sarri uzi nahi nuzuia ...
pena	pena	pena	https://monumenta.wikibase.cloud/wiki/Lexeme:L64716	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#270	5802	... adimendu hon duzu ; @ nik zugatik dudan	pena	, otoi , sendi ezazu ; @ zuretako ...
pena	pena	pena	https://monumenta.wikibase.cloud/wiki/Lexeme:L64716	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#274	5894	... erdiratu deraudazu bihotza ; @ nik zugatik dudan	pena	hanbat ere handi da , @ zuzaz beraz ...
pena	pena	pena	https://monumenta.wikibase.cloud/wiki/Lexeme:L64716	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#293	6365	... dizit zure egina laudatu @ eta etsaiak didan	pena	pazientki haritu , @ nahiz heben pena nadin ...
pena	pena	pena	https://monumenta.wikibase.cloud/wiki/Lexeme:L64716	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#293	6370	... didan pena pazientki haritu , @ nahiz heben	pena	nadin , arima den saluatu . @ Haiek ...
pena	pena	pena	https://monumenta.wikibase.cloud/wiki/Lexeme:L64716	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#296	6444	... egitez gaitz sofrituz behar dugu salbatu ; @	pena	eta miseria nik ez nuien dastatu ; @ ...
pena	pena	pena	https://monumenta.wikibase.cloud/wiki/Lexeme:L64716	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#299	6541	... nahia ; @ han direnek beti die suian	pena	handia , @ pena handi , izigarri , ...
pena	pena	pena	https://monumenta.wikibase.cloud/wiki/Lexeme:L64716	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#299	6543	... direnek beti die suian pena handia , @	pena	handi , izigarri , ezein pausu gabia ; ...
pena	pena	pena	https://monumenta.wikibase.cloud/wiki/Lexeme:L64716	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#300	6561	... gaztigari hintzan , orai hadi gaztiga ; @	pena	honez orht eta hangoa ezak kojita ; @ ...
pena	pena	pena	https://monumenta.wikibase.cloud/wiki/Lexeme:L64716	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#302	6624	... orori emanen dik bere meretsituia : @ gaizkigiler	pena	handi , pazienter gloria . ...
pena	pena	pena	https://monumenta.wikibase.cloud/wiki/Lexeme:L64716	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#306	6719	... baita gauzetako hobena , @ gatibutan egoitea hala	pena	gaitzena . @ Ni bezala ez dadila , ...
penak	penak	pena	https://monumenta.wikibase.cloud/wiki/Lexeme:L64716	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#199	4672	... ene gaizki penatzeko segur sortu zinaden ; @	penak	oro hon lirate zu bazina oritzen . @ ...
penak	penak	pena	https://monumenta.wikibase.cloud/wiki/Lexeme:L64716	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#237	5322	... — «	Penak	handi badituzu , axeterrik aski duzu ; @ ...
penak	penak	pena	https://monumenta.wikibase.cloud/wiki/Lexeme:L64716	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#294	6381	...  	Penak	oro jiten dira Jeinkoaren nahitik @ eta berak ...
penak	penak	pena	https://monumenta.wikibase.cloud/wiki/Lexeme:L64716	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#298	6520	... bana , haiek ez nork konsola ; @	penak	heben fin dik sarri , haienak ez sekulan ...
penatu	penatu	penatu	https://monumenta.wikibase.cloud/wiki/Lexeme:L64729	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#183	4330	... bekatu ; @ Beriareki ekustiaz hain hain noha	penatu	, @ hek dostetan , ni neketan ; ...
penatzeko	penatzeko	penatze	https://monumenta.wikibase.cloud/wiki/Lexeme:L64733	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#129	2976	... orduian iragan date ; @ bekatuia gelditzen da	penatzeko	gero ere : @ anitz plazer uken badu ...
penatzeko	penatzeko	penatze	https://monumenta.wikibase.cloud/wiki/Lexeme:L64733	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#190	4473	... Ene gaizki	penatzeko	hain ederrik sortu zen , @ gaoaz eta ...
penatzeko	penatzeko	penatze	https://monumenta.wikibase.cloud/wiki/Lexeme:L64733	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#199	4668	... ezin batuz bihotzian erratzen : @ ene gaizki	penatzeko	segur sortu zinaden ; @ penak oro hon ...
penatzeko	penatzeko	penatze	https://monumenta.wikibase.cloud/wiki/Lexeme:L64733	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#203	4763	... zure mutatzeko ez ogenik baterel @ neure gaizki	penatzeko	har zinzadan amore ; @ jagoitikoz ukenen dut ...
penatzen	penatzen	penatze	https://monumenta.wikibase.cloud/wiki/Lexeme:L64733	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#190	4484	... , @ gaoaz eta egunaz ere gaizki nizi	penatzen	; @ harekila bat banadi , bihotza zait ...
penatzen	penatzen	penatze	https://monumenta.wikibase.cloud/wiki/Lexeme:L64733	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#193	4556	... abantailla darama : @ halaber da anderetan ni	penatzen	nuiena ; @ hanbat da eder eta jentil ...
penatzen	penatzen	penatze	https://monumenta.wikibase.cloud/wiki/Lexeme:L64733	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#199	4660	... Elas ene amoria , nola nuzun	penatzen	, @ zurekila ezin batuz bihotzian erratzen : ...
penatzera	penatzera	penatze	https://monumenta.wikibase.cloud/wiki/Lexeme:L64733	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#296	6460	... ez nu nahi damnatu , @ heben ene	penatzera	zaidanian oritu . @ Urre unak behar dizi ...
penaz	penaz	pena	https://monumenta.wikibase.cloud/wiki/Lexeme:L64716	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#205	4776	... Beti	penaz	izatia gaiz da ene amore ; @ beti ...
penegatik	penegatik	pena	https://monumenta.wikibase.cloud/wiki/Lexeme:L64716	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#275	5918	... jalgitia neke bandia duzu , @ orai duzun	penegatik	zuria egonen duzu ; @ horrelako banitatez niri ...
penek	penek	pena	https://monumenta.wikibase.cloud/wiki/Lexeme:L64716	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#214	5006	... ez zaitzula herabe ; @ nik zugatik dudan	penek	hura merexi dute. » ...
penen	penen	pena	https://monumenta.wikibase.cloud/wiki/Lexeme:L64716	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#190	4492	... bat banadi , bihotza zait harritzen @ neure	penen	erraitera are eniz ausartzen . ...
penitenzia	penitentzia	penitentzia	https://monumenta.wikibase.cloud/wiki/Lexeme:L64762	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#49	1133	... Elas , otoi , orok egin orai	penitenzia	, @ behar orduian ez dukegu gero agian ...
penitenzia	penitentzia	penitentzia	https://monumenta.wikibase.cloud/wiki/Lexeme:L64762	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#54	1275	... zuhur denak , hara ez dohen , egin	penitenzia	. ...
penitenzia	penitentzia	penitentzia	https://monumenta.wikibase.cloud/wiki/Lexeme:L64762	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#62	1376	... egiteko neure konfesionia , @ baietare konplitzeko didan	penitenzia	; @ otoi jauna zuk konfirma ene borondatia ...
penitenzia	penitentzia	penitentzia	https://monumenta.wikibase.cloud/wiki/Lexeme:L64762	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#65	1458	... emak dilijenzia ; @ eta eure trabailuia duian	penitenzia	, @ Jangoikoa lauda ezak gauza ororen buruian ...
penitenzia	penitentzia	penitentzia	https://monumenta.wikibase.cloud/wiki/Lexeme:L64762	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#88	2044	... @ Elas , otoi , orok egin orai	penitenzia	, @ egun hartan gero ez dugun egiteko ...
penitenzia	penitentzia	penitentzia	https://monumenta.wikibase.cloud/wiki/Lexeme:L64762	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#118	2724	... indar eta grazia , @ bekatuiez egiteko untsa	penitenzia	@ eta gero bertutetan deramadan bizia @ eta ...
pensa	pentsa	pena	https://monumenta.wikibase.cloud/wiki/Lexeme:L64716	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#13	378	... gomenda bere etxe sainduian ; @ han sartzian	pensa	ezak aizinian nor duian , @ norekila minzo ...
pensa	pentsa	pena	https://monumenta.wikibase.cloud/wiki/Lexeme:L64716	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#17	422	... Elizara izanian so egik bateiarrira ; @	pensa	ezak han duiala rezebitu fedia , @ Jeinkoaren ...
pensa	pentsa	pena	https://monumenta.wikibase.cloud/wiki/Lexeme:L64716	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#19	448	... so albaitegi non den gorputz sainduia ; @	pensa	ezak hura dela hire salbazalia ; @ ador ...
pensa	pentsa	pena	https://monumenta.wikibase.cloud/wiki/Lexeme:L64716	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#21	486	... erio haritu dik hiri leian bizia ; @	pensa	ezak nola eman hari bere ordia . @ ...
pensa	pentsa	pena	https://monumenta.wikibase.cloud/wiki/Lexeme:L64716	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#51	1184	...  	Pensa	, otoi , nola gauden bi bideren erdian ...
pensa	pentsa	pena	https://monumenta.wikibase.cloud/wiki/Lexeme:L64716	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#53	1242	... leku honerat eramaiten eguraldi gaitzian ; @ batbederak	pensa	beza arimaren gainian @ nola salbaturen duen hura ...
pensa	pentsa	pena	https://monumenta.wikibase.cloud/wiki/Lexeme:L64716	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#76	1709	... Jende honak , onsa	pensa	iuje hunen gainian @ nola duien guzietan potestate ...
pensa	pentsa	pena	https://monumenta.wikibase.cloud/wiki/Lexeme:L64716	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#78	1770	... gabian . @ Orok , othoi , onsa	pensa	zer den irabazia . ...
pensa	pentsa	pena	https://monumenta.wikibase.cloud/wiki/Lexeme:L64716	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#232	5266	... Untsa	pensa	badezazu , gaizki arrobatu nuzu ; @ zor ...
pensa	pentsa	pena	https://monumenta.wikibase.cloud/wiki/Lexeme:L64716	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#298	6500	... Mosen Bernart ,	pensa	ezak kartzel ori gaitz bada , @ Nonbait ...
pensatu	pentsatu	pentsatu	https://monumenta.wikibase.cloud/wiki/Lexeme:L64800	https://eu.wikisource.org/wiki/Linguae_vasconum_primitiae#5	224	... Munduian den gizon orok behar luke	pensatu	@ Jangoikoak nola duien batbedera formatu , @ ...
