testu_hitza	hitz_egokitua	lemma	mlv_lexeme	aingura	testuingurua
aec		aek		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#19	Ez Eleiza santea, eztira Juduac, christauac derizte: eztira demonioac, arenac bai; eztira abereac, bai aec baño latz gogorragoac.
aec		aek		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#20	Eriotz hura eguin berrian, gende guztiac sinistatu ceuan, Erregueac aguindu ta eguin zala: baña icusi cituanean Erreguearen miñ, negar, ta beste damu aundi, ta eguiazco baten señale aec, orduan conturatu zan gende gucia, ta ezagutu ceuan, etzeuala erregueac aguindu, alaco guizonari bicia quentzea,
gogorrac	gogor	gogorrak	https://monumenta.wikibase.cloud/wiki/Lexeme:L31302	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	Gogora ditzagun, iñon edo, aditu, edo iracurri ditugun Martyreen tormentuac: ceiñ aundiac aec, ceiñ gogorrac, ceiñ izugarriac! batzuec buru-baguetuac, besteac elorri, aranzetan arrastatuac: batzuec azotéz mallatuac, besteac berun urtu gorian irabiatuac: batzuec surtan erre quiscalduac, besteac putzu izoztuetan itoac: batzuec laurguituac, laurenduac, besteac erdiratuac: batzuec lauridiquituac, besteac beren ezur gucietan abarraquituac, ceatuac, zatituac; eta ecin conta lequizquean beste eriotza mota ascó.
gogorrac	gogor	gogorrak	https://monumenta.wikibase.cloud/wiki/Lexeme:L31302	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	Eta dolore cruelac! ha min gogorrac! nola atrevitzen cerate biotz garbi, biguiñ hori, azaletic ere uquitzera? nola etzoazte beste alde batera? eztira ausaz munduan biotz pecatariac, ondo mereci zaituztenac? Oñace itsu garratzac, larga-eguiozue biotz gaitzbaguedun orri: billa itzazue burnizco biotzac, gaitzez beteric daudenac.
izugarriac	izugarri	izugarriak	https://monumenta.wikibase.cloud/wiki/Lexeme:L38941	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	Gogora ditzagun, iñon edo, aditu, edo iracurri ditugun Martyreen tormentuac: ceiñ aundiac aec, ceiñ gogorrac, ceiñ izugarriac! batzuec buru-baguetuac, besteac elorri, aranzetan arrastatuac: batzuec azotéz mallatuac, besteac berun urtu gorian irabiatuac: batzuec surtan erre quiscalduac, besteac putzu izoztuetan itoac: batzuec laurguituac, laurenduac, besteac erdiratuac: batzuec lauridiquituac, besteac beren ezur gucietan abarraquituac, ceatuac, zatituac; eta ecin conta lequizquean beste eriotza mota ascó.
batzuec	batzu	batzuek	https://monumenta.wikibase.cloud/wiki/Lexeme:L10161	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	Gogora ditzagun, iñon edo, aditu, edo iracurri ditugun Martyreen tormentuac: ceiñ aundiac aec, ceiñ gogorrac, ceiñ izugarriac! batzuec buru-baguetuac, besteac elorri, aranzetan arrastatuac: batzuec azotéz mallatuac, besteac berun urtu gorian irabiatuac: batzuec surtan erre quiscalduac, besteac putzu izoztuetan itoac: batzuec laurguituac, laurenduac, besteac erdiratuac: batzuec lauridiquituac, besteac beren ezur gucietan abarraquituac, ceatuac, zatituac; eta ecin conta lequizquean beste eriotza mota ascó.
batzuec	batzu	batzuek	https://monumenta.wikibase.cloud/wiki/Lexeme:L10161	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	Gogora ditzagun, iñon edo, aditu, edo iracurri ditugun Martyreen tormentuac: ceiñ aundiac aec, ceiñ gogorrac, ceiñ izugarriac! batzuec buru-baguetuac, besteac elorri, aranzetan arrastatuac: batzuec azotéz mallatuac, besteac berun urtu gorian irabiatuac: batzuec surtan erre quiscalduac, besteac putzu izoztuetan itoac: batzuec laurguituac, laurenduac, besteac erdiratuac: batzuec lauridiquituac, besteac beren ezur gucietan abarraquituac, ceatuac, zatituac; eta ecin conta lequizquean beste eriotza mota ascó.
batzuec	batzu	batzuek	https://monumenta.wikibase.cloud/wiki/Lexeme:L10161	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	Gogora ditzagun, iñon edo, aditu, edo iracurri ditugun Martyreen tormentuac: ceiñ aundiac aec, ceiñ gogorrac, ceiñ izugarriac! batzuec buru-baguetuac, besteac elorri, aranzetan arrastatuac: batzuec azotéz mallatuac, besteac berun urtu gorian irabiatuac: batzuec surtan erre quiscalduac, besteac putzu izoztuetan itoac: batzuec laurguituac, laurenduac, besteac erdiratuac: batzuec lauridiquituac, besteac beren ezur gucietan abarraquituac, ceatuac, zatituac; eta ecin conta lequizquean beste eriotza mota ascó.
batzuec	batzu	batzuek	https://monumenta.wikibase.cloud/wiki/Lexeme:L10161	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	Gogora ditzagun, iñon edo, aditu, edo iracurri ditugun Martyreen tormentuac: ceiñ aundiac aec, ceiñ gogorrac, ceiñ izugarriac! batzuec buru-baguetuac, besteac elorri, aranzetan arrastatuac: batzuec azotéz mallatuac, besteac berun urtu gorian irabiatuac: batzuec surtan erre quiscalduac, besteac putzu izoztuetan itoac: batzuec laurguituac, laurenduac, besteac erdiratuac: batzuec lauridiquituac, besteac beren ezur gucietan abarraquituac, ceatuac, zatituac; eta ecin conta lequizquean beste eriotza mota ascó.
batzuec	batzu	batzuek	https://monumenta.wikibase.cloud/wiki/Lexeme:L10161	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	Gogora ditzagun, iñon edo, aditu, edo iracurri ditugun Martyreen tormentuac: ceiñ aundiac aec, ceiñ gogorrac, ceiñ izugarriac! batzuec buru-baguetuac, besteac elorri, aranzetan arrastatuac: batzuec azotéz mallatuac, besteac berun urtu gorian irabiatuac: batzuec surtan erre quiscalduac, besteac putzu izoztuetan itoac: batzuec laurguituac, laurenduac, besteac erdiratuac: batzuec lauridiquituac, besteac beren ezur gucietan abarraquituac, ceatuac, zatituac; eta ecin conta lequizquean beste eriotza mota ascó.
batzuec	batzu	batzuek	https://monumenta.wikibase.cloud/wiki/Lexeme:L10161	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#18	Apostoluac an arteraño etziran sendó fedean; ta etzan miresteco, guizon argal erbal, bildurti batzuec utseguitea.
besteac	beste	besteak	https://monumenta.wikibase.cloud/wiki/Lexeme:L12228	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	Gogora ditzagun, iñon edo, aditu, edo iracurri ditugun Martyreen tormentuac: ceiñ aundiac aec, ceiñ gogorrac, ceiñ izugarriac! batzuec buru-baguetuac, besteac elorri, aranzetan arrastatuac: batzuec azotéz mallatuac, besteac berun urtu gorian irabiatuac: batzuec surtan erre quiscalduac, besteac putzu izoztuetan itoac: batzuec laurguituac, laurenduac, besteac erdiratuac: batzuec lauridiquituac, besteac beren ezur gucietan abarraquituac, ceatuac, zatituac; eta ecin conta lequizquean beste eriotza mota ascó.
besteac	beste	besteak	https://monumenta.wikibase.cloud/wiki/Lexeme:L12228	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	Gogora ditzagun, iñon edo, aditu, edo iracurri ditugun Martyreen tormentuac: ceiñ aundiac aec, ceiñ gogorrac, ceiñ izugarriac! batzuec buru-baguetuac, besteac elorri, aranzetan arrastatuac: batzuec azotéz mallatuac, besteac berun urtu gorian irabiatuac: batzuec surtan erre quiscalduac, besteac putzu izoztuetan itoac: batzuec laurguituac, laurenduac, besteac erdiratuac: batzuec lauridiquituac, besteac beren ezur gucietan abarraquituac, ceatuac, zatituac; eta ecin conta lequizquean beste eriotza mota ascó.
besteac	beste	besteak	https://monumenta.wikibase.cloud/wiki/Lexeme:L12228	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	Gogora ditzagun, iñon edo, aditu, edo iracurri ditugun Martyreen tormentuac: ceiñ aundiac aec, ceiñ gogorrac, ceiñ izugarriac! batzuec buru-baguetuac, besteac elorri, aranzetan arrastatuac: batzuec azotéz mallatuac, besteac berun urtu gorian irabiatuac: batzuec surtan erre quiscalduac, besteac putzu izoztuetan itoac: batzuec laurguituac, laurenduac, besteac erdiratuac: batzuec lauridiquituac, besteac beren ezur gucietan abarraquituac, ceatuac, zatituac; eta ecin conta lequizquean beste eriotza mota ascó.
besteac	beste	besteak	https://monumenta.wikibase.cloud/wiki/Lexeme:L12228	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	Gogora ditzagun, iñon edo, aditu, edo iracurri ditugun Martyreen tormentuac: ceiñ aundiac aec, ceiñ gogorrac, ceiñ izugarriac! batzuec buru-baguetuac, besteac elorri, aranzetan arrastatuac: batzuec azotéz mallatuac, besteac berun urtu gorian irabiatuac: batzuec surtan erre quiscalduac, besteac putzu izoztuetan itoac: batzuec laurguituac, laurenduac, besteac erdiratuac: batzuec lauridiquituac, besteac beren ezur gucietan abarraquituac, ceatuac, zatituac; eta ecin conta lequizquean beste eriotza mota ascó.
besteac	beste	besteak	https://monumenta.wikibase.cloud/wiki/Lexeme:L12228	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	Gogora ditzagun, iñon edo, aditu, edo iracurri ditugun Martyreen tormentuac: ceiñ aundiac aec, ceiñ gogorrac, ceiñ izugarriac! batzuec buru-baguetuac, besteac elorri, aranzetan arrastatuac: batzuec azotéz mallatuac, besteac berun urtu gorian irabiatuac: batzuec surtan erre quiscalduac, besteac putzu izoztuetan itoac: batzuec laurguituac, laurenduac, besteac erdiratuac: batzuec lauridiquituac, besteac beren ezur gucietan abarraquituac, ceatuac, zatituac; eta ecin conta lequizquean beste eriotza mota ascó.
besteac	beste	besteak	https://monumenta.wikibase.cloud/wiki/Lexeme:L12228	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#18	Non dabiltza bada, edo non ondatu dira? nola eztaude Virgiñarequin gurutzearen ondoan? eta besteac lagun eguingo ezpacigoen ere, cergatic eguin bear eztigoe bere escuelarrac, beretzat beregandu cituan amabi anay santuac? Non dabiltza? non ibillico dira? batac saldu, ta besteac ucatu deu, ta gañeracoac joan zaizca igues, utzitzen deueela bacarric bere etsaien artean.
besteac	beste	besteak	https://monumenta.wikibase.cloud/wiki/Lexeme:L12228	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#18	Berriz ere esango lioque amac semeari, norc nizas contu iduquico deu, norc zaituco nau ni? Bearrenac igues diazquit, nola etorrico zaizquit besteac? ceregandu dituzunac, eztira malmetitzen, ezteue nizaz casoric eguiten, ta cer contu besteac eguingo deue nizaz? ta orra non Escuelaco anayac ere gozatuco ez lequizquioen Virgiñari bere doloreac.
besteac	beste	besteak	https://monumenta.wikibase.cloud/wiki/Lexeme:L12228	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#18	Non dabiltza bada, edo non ondatu dira? nola eztaude Virgiñarequin gurutzearen ondoan? eta besteac lagun eguingo ezpacigoen ere, cergatic eguin bear eztigoe bere escuelarrac, beretzat beregandu cituan amabi anay santuac? Non dabiltza? non ibillico dira? batac saldu, ta besteac ucatu deu, ta gañeracoac joan zaizca igues, utzitzen deueela bacarric bere etsaien artean.
besteac	beste	besteak	https://monumenta.wikibase.cloud/wiki/Lexeme:L12228	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#18	Berriz ere esango lioque amac semeari, norc nizas contu iduquico deu, norc zaituco nau ni? Bearrenac igues diazquit, nola etorrico zaizquit besteac? ceregandu dituzunac, eztira malmetitzen, ezteue nizaz casoric eguiten, ta cer contu besteac eguingo deue nizaz? ta orra non Escuelaco anayac ere gozatuco ez lequizquioen Virgiñari bere doloreac.
besteac	beste	besteak	https://monumenta.wikibase.cloud/wiki/Lexeme:L12228	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#18	Non dabiltza bada, edo non ondatu dira? nola eztaude Virgiñarequin gurutzearen ondoan? eta besteac lagun eguingo ezpacigoen ere, cergatic eguin bear eztigoe bere escuelarrac, beretzat beregandu cituan amabi anay santuac? Non dabiltza? non ibillico dira? batac saldu, ta besteac ucatu deu, ta gañeracoac joan zaizca igues, utzitzen deueela bacarric bere etsaien artean.
besteac	beste	besteak	https://monumenta.wikibase.cloud/wiki/Lexeme:L12228	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#18	Berriz ere esango lioque amac semeari, norc nizas contu iduquico deu, norc zaituco nau ni? Bearrenac igues diazquit, nola etorrico zaizquit besteac? ceregandu dituzunac, eztira malmetitzen, ezteue nizaz casoric eguiten, ta cer contu besteac eguingo deue nizaz? ta orra non Escuelaco anayac ere gozatuco ez lequizquioen Virgiñari bere doloreac.
besteac	beste	besteak	https://monumenta.wikibase.cloud/wiki/Lexeme:L12228	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#18	Non dabiltza bada, edo non ondatu dira? nola eztaude Virgiñarequin gurutzearen ondoan? eta besteac lagun eguingo ezpacigoen ere, cergatic eguin bear eztigoe bere escuelarrac, beretzat beregandu cituan amabi anay santuac? Non dabiltza? non ibillico dira? batac saldu, ta besteac ucatu deu, ta gañeracoac joan zaizca igues, utzitzen deueela bacarric bere etsaien artean.
besteac	beste	besteak	https://monumenta.wikibase.cloud/wiki/Lexeme:L12228	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#18	Berriz ere esango lioque amac semeari, norc nizas contu iduquico deu, norc zaituco nau ni? Bearrenac igues diazquit, nola etorrico zaizquit besteac? ceregandu dituzunac, eztira malmetitzen, ezteue nizaz casoric eguiten, ta cer contu besteac eguingo deue nizaz? ta orra non Escuelaco anayac ere gozatuco ez lequizquioen Virgiñari bere doloreac.
besteac	beste	besteak	https://monumenta.wikibase.cloud/wiki/Lexeme:L12228	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	Zeugana gatoz gucioc, zeure amodioac gácartzi zeure óñetara: besteac artzen dituzu ondo, ez algaituzu geu botaco zeugandic.
elorri	elorri	elorri	https://monumenta.wikibase.cloud/wiki/Lexeme:L19904	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	Gogora ditzagun, iñon edo, aditu, edo iracurri ditugun Martyreen tormentuac: ceiñ aundiac aec, ceiñ gogorrac, ceiñ izugarriac! batzuec buru-baguetuac, besteac elorri, aranzetan arrastatuac: batzuec azotéz mallatuac, besteac berun urtu gorian irabiatuac: batzuec surtan erre quiscalduac, besteac putzu izoztuetan itoac: batzuec laurguituac, laurenduac, besteac erdiratuac: batzuec lauridiquituac, besteac beren ezur gucietan abarraquituac, ceatuac, zatituac; eta ecin conta lequizquean beste eriotza mota ascó.
aranzetan	arantze	arantzetan	https://monumenta.wikibase.cloud/wiki/Lexeme:L4086	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	Gogora ditzagun, iñon edo, aditu, edo iracurri ditugun Martyreen tormentuac: ceiñ aundiac aec, ceiñ gogorrac, ceiñ izugarriac! batzuec buru-baguetuac, besteac elorri, aranzetan arrastatuac: batzuec azotéz mallatuac, besteac berun urtu gorian irabiatuac: batzuec surtan erre quiscalduac, besteac putzu izoztuetan itoac: batzuec laurguituac, laurenduac, besteac erdiratuac: batzuec lauridiquituac, besteac beren ezur gucietan abarraquituac, ceatuac, zatituac; eta ecin conta lequizquean beste eriotza mota ascó.
arrastatuac	arrastatu	arrastatuak	https://monumenta.wikibase.cloud/wiki/Lexeme:L5429	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	Gogora ditzagun, iñon edo, aditu, edo iracurri ditugun Martyreen tormentuac: ceiñ aundiac aec, ceiñ gogorrac, ceiñ izugarriac! batzuec buru-baguetuac, besteac elorri, aranzetan arrastatuac: batzuec azotéz mallatuac, besteac berun urtu gorian irabiatuac: batzuec surtan erre quiscalduac, besteac putzu izoztuetan itoac: batzuec laurguituac, laurenduac, besteac erdiratuac: batzuec lauridiquituac, besteac beren ezur gucietan abarraquituac, ceatuac, zatituac; eta ecin conta lequizquean beste eriotza mota ascó.
azotéz	azote	azotez	https://monumenta.wikibase.cloud/wiki/Lexeme:L8557	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	Gogora ditzagun, iñon edo, aditu, edo iracurri ditugun Martyreen tormentuac: ceiñ aundiac aec, ceiñ gogorrac, ceiñ izugarriac! batzuec buru-baguetuac, besteac elorri, aranzetan arrastatuac: batzuec azotéz mallatuac, besteac berun urtu gorian irabiatuac: batzuec surtan erre quiscalduac, besteac putzu izoztuetan itoac: batzuec laurguituac, laurenduac, besteac erdiratuac: batzuec lauridiquituac, besteac beren ezur gucietan abarraquituac, ceatuac, zatituac; eta ecin conta lequizquean beste eriotza mota ascó.
mallatuac	mailatu	mailatuak	https://monumenta.wikibase.cloud/wiki/Lexeme:L51420	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	Gogora ditzagun, iñon edo, aditu, edo iracurri ditugun Martyreen tormentuac: ceiñ aundiac aec, ceiñ gogorrac, ceiñ izugarriac! batzuec buru-baguetuac, besteac elorri, aranzetan arrastatuac: batzuec azotéz mallatuac, besteac berun urtu gorian irabiatuac: batzuec surtan erre quiscalduac, besteac putzu izoztuetan itoac: batzuec laurguituac, laurenduac, besteac erdiratuac: batzuec lauridiquituac, besteac beren ezur gucietan abarraquituac, ceatuac, zatituac; eta ecin conta lequizquean beste eriotza mota ascó.
berun	berun	berun	https://monumenta.wikibase.cloud/wiki/Lexeme:L12085	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	Gogora ditzagun, iñon edo, aditu, edo iracurri ditugun Martyreen tormentuac: ceiñ aundiac aec, ceiñ gogorrac, ceiñ izugarriac! batzuec buru-baguetuac, besteac elorri, aranzetan arrastatuac: batzuec azotéz mallatuac, besteac berun urtu gorian irabiatuac: batzuec surtan erre quiscalduac, besteac putzu izoztuetan itoac: batzuec laurguituac, laurenduac, besteac erdiratuac: batzuec lauridiquituac, besteac beren ezur gucietan abarraquituac, ceatuac, zatituac; eta ecin conta lequizquean beste eriotza mota ascó.
berun	berun	berun	https://monumenta.wikibase.cloud/wiki/Lexeme:L12085	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	Biotz arc sentitzen ditu, ezpataz josiric balego bezalaco doloreac: biotz arc sentitzen ditu, puisca chiquitan ebaquitzen baleue bezalaco doloreac: biotz arc sentitzen ditu, berun urtu gorian irabiatzen baleue bezalaco doloreac: ta onela beste gañeraco guztiac.
berun	berun	berun	https://monumenta.wikibase.cloud/wiki/Lexeme:L12085	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	Gogora ditzagun, iñon edo, aditu, edo iracurri ditugun Martyreen tormentuac: ceiñ aundiac aec, ceiñ gogorrac, ceiñ izugarriac! batzuec buru-baguetuac, besteac elorri, aranzetan arrastatuac: batzuec azotéz mallatuac, besteac berun urtu gorian irabiatuac: batzuec surtan erre quiscalduac, besteac putzu izoztuetan itoac: batzuec laurguituac, laurenduac, besteac erdiratuac: batzuec lauridiquituac, besteac beren ezur gucietan abarraquituac, ceatuac, zatituac; eta ecin conta lequizquean beste eriotza mota ascó.
berun	berun	berun	https://monumenta.wikibase.cloud/wiki/Lexeme:L12085	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	Biotz arc sentitzen ditu, ezpataz josiric balego bezalaco doloreac: biotz arc sentitzen ditu, puisca chiquitan ebaquitzen baleue bezalaco doloreac: biotz arc sentitzen ditu, berun urtu gorian irabiatzen baleue bezalaco doloreac: ta onela beste gañeraco guztiac.
urtu	urtu	urtu	https://monumenta.wikibase.cloud/wiki/Lexeme:L79850	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	Gogora ditzagun, iñon edo, aditu, edo iracurri ditugun Martyreen tormentuac: ceiñ aundiac aec, ceiñ gogorrac, ceiñ izugarriac! batzuec buru-baguetuac, besteac elorri, aranzetan arrastatuac: batzuec azotéz mallatuac, besteac berun urtu gorian irabiatuac: batzuec surtan erre quiscalduac, besteac putzu izoztuetan itoac: batzuec laurguituac, laurenduac, besteac erdiratuac: batzuec lauridiquituac, besteac beren ezur gucietan abarraquituac, ceatuac, zatituac; eta ecin conta lequizquean beste eriotza mota ascó.
urtu	urtu	urtu	https://monumenta.wikibase.cloud/wiki/Lexeme:L79850	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	Biotz arc sentitzen ditu, ezpataz josiric balego bezalaco doloreac: biotz arc sentitzen ditu, puisca chiquitan ebaquitzen baleue bezalaco doloreac: biotz arc sentitzen ditu, berun urtu gorian irabiatzen baleue bezalaco doloreac: ta onela beste gañeraco guztiac.
urtu	urtu	urtu	https://monumenta.wikibase.cloud/wiki/Lexeme:L79850	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	Gogora ditzagun, iñon edo, aditu, edo iracurri ditugun Martyreen tormentuac: ceiñ aundiac aec, ceiñ gogorrac, ceiñ izugarriac! batzuec buru-baguetuac, besteac elorri, aranzetan arrastatuac: batzuec azotéz mallatuac, besteac berun urtu gorian irabiatuac: batzuec surtan erre quiscalduac, besteac putzu izoztuetan itoac: batzuec laurguituac, laurenduac, besteac erdiratuac: batzuec lauridiquituac, besteac beren ezur gucietan abarraquituac, ceatuac, zatituac; eta ecin conta lequizquean beste eriotza mota ascó.
urtu	urtu	urtu	https://monumenta.wikibase.cloud/wiki/Lexeme:L79850	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	Biotz arc sentitzen ditu, ezpataz josiric balego bezalaco doloreac: biotz arc sentitzen ditu, puisca chiquitan ebaquitzen baleue bezalaco doloreac: biotz arc sentitzen ditu, berun urtu gorian irabiatzen baleue bezalaco doloreac: ta onela beste gañeraco guztiac.
gorian	gori	gorian	https://monumenta.wikibase.cloud/wiki/Lexeme:L31975	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	Gogora ditzagun, iñon edo, aditu, edo iracurri ditugun Martyreen tormentuac: ceiñ aundiac aec, ceiñ gogorrac, ceiñ izugarriac! batzuec buru-baguetuac, besteac elorri, aranzetan arrastatuac: batzuec azotéz mallatuac, besteac berun urtu gorian irabiatuac: batzuec surtan erre quiscalduac, besteac putzu izoztuetan itoac: batzuec laurguituac, laurenduac, besteac erdiratuac: batzuec lauridiquituac, besteac beren ezur gucietan abarraquituac, ceatuac, zatituac; eta ecin conta lequizquean beste eriotza mota ascó.
gorian	gori	gorian	https://monumenta.wikibase.cloud/wiki/Lexeme:L31975	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	Biotz arc sentitzen ditu, ezpataz josiric balego bezalaco doloreac: biotz arc sentitzen ditu, puisca chiquitan ebaquitzen baleue bezalaco doloreac: biotz arc sentitzen ditu, berun urtu gorian irabiatzen baleue bezalaco doloreac: ta onela beste gañeraco guztiac.
gorian	gori	gorian	https://monumenta.wikibase.cloud/wiki/Lexeme:L31975	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	Gogora ditzagun, iñon edo, aditu, edo iracurri ditugun Martyreen tormentuac: ceiñ aundiac aec, ceiñ gogorrac, ceiñ izugarriac! batzuec buru-baguetuac, besteac elorri, aranzetan arrastatuac: batzuec azotéz mallatuac, besteac berun urtu gorian irabiatuac: batzuec surtan erre quiscalduac, besteac putzu izoztuetan itoac: batzuec laurguituac, laurenduac, besteac erdiratuac: batzuec lauridiquituac, besteac beren ezur gucietan abarraquituac, ceatuac, zatituac; eta ecin conta lequizquean beste eriotza mota ascó.
gorian	gori	gorian	https://monumenta.wikibase.cloud/wiki/Lexeme:L31975	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	Biotz arc sentitzen ditu, ezpataz josiric balego bezalaco doloreac: biotz arc sentitzen ditu, puisca chiquitan ebaquitzen baleue bezalaco doloreac: biotz arc sentitzen ditu, berun urtu gorian irabiatzen baleue bezalaco doloreac: ta onela beste gañeraco guztiac.
irabiatuac	irabiatu	irabiatuak	https://monumenta.wikibase.cloud/wiki/Lexeme:L36053	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	Gogora ditzagun, iñon edo, aditu, edo iracurri ditugun Martyreen tormentuac: ceiñ aundiac aec, ceiñ gogorrac, ceiñ izugarriac! batzuec buru-baguetuac, besteac elorri, aranzetan arrastatuac: batzuec azotéz mallatuac, besteac berun urtu gorian irabiatuac: batzuec surtan erre quiscalduac, besteac putzu izoztuetan itoac: batzuec laurguituac, laurenduac, besteac erdiratuac: batzuec lauridiquituac, besteac beren ezur gucietan abarraquituac, ceatuac, zatituac; eta ecin conta lequizquean beste eriotza mota ascó.
surtan	sur	surtan	https://monumenta.wikibase.cloud/wiki/Lexeme:L72128	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	Gogora ditzagun, iñon edo, aditu, edo iracurri ditugun Martyreen tormentuac: ceiñ aundiac aec, ceiñ gogorrac, ceiñ izugarriac! batzuec buru-baguetuac, besteac elorri, aranzetan arrastatuac: batzuec azotéz mallatuac, besteac berun urtu gorian irabiatuac: batzuec surtan erre quiscalduac, besteac putzu izoztuetan itoac: batzuec laurguituac, laurenduac, besteac erdiratuac: batzuec lauridiquituac, besteac beren ezur gucietan abarraquituac, ceatuac, zatituac; eta ecin conta lequizquean beste eriotza mota ascó.
erre	erre	erre	https://monumenta.wikibase.cloud/wiki/Lexeme:L22467	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	Gogora ditzagun, iñon edo, aditu, edo iracurri ditugun Martyreen tormentuac: ceiñ aundiac aec, ceiñ gogorrac, ceiñ izugarriac! batzuec buru-baguetuac, besteac elorri, aranzetan arrastatuac: batzuec azotéz mallatuac, besteac berun urtu gorian irabiatuac: batzuec surtan erre quiscalduac, besteac putzu izoztuetan itoac: batzuec laurguituac, laurenduac, besteac erdiratuac: batzuec lauridiquituac, besteac beren ezur gucietan abarraquituac, ceatuac, zatituac; eta ecin conta lequizquean beste eriotza mota ascó.
quiscalduac	kiskaldu	kiskalduak	https://monumenta.wikibase.cloud/wiki/Lexeme:L43649	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	Gogora ditzagun, iñon edo, aditu, edo iracurri ditugun Martyreen tormentuac: ceiñ aundiac aec, ceiñ gogorrac, ceiñ izugarriac! batzuec buru-baguetuac, besteac elorri, aranzetan arrastatuac: batzuec azotéz mallatuac, besteac berun urtu gorian irabiatuac: batzuec surtan erre quiscalduac, besteac putzu izoztuetan itoac: batzuec laurguituac, laurenduac, besteac erdiratuac: batzuec lauridiquituac, besteac beren ezur gucietan abarraquituac, ceatuac, zatituac; eta ecin conta lequizquean beste eriotza mota ascó.
putzu	putzu	putzu	https://monumenta.wikibase.cloud/wiki/Lexeme:L67823	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	Gogora ditzagun, iñon edo, aditu, edo iracurri ditugun Martyreen tormentuac: ceiñ aundiac aec, ceiñ gogorrac, ceiñ izugarriac! batzuec buru-baguetuac, besteac elorri, aranzetan arrastatuac: batzuec azotéz mallatuac, besteac berun urtu gorian irabiatuac: batzuec surtan erre quiscalduac, besteac putzu izoztuetan itoac: batzuec laurguituac, laurenduac, besteac erdiratuac: batzuec lauridiquituac, besteac beren ezur gucietan abarraquituac, ceatuac, zatituac; eta ecin conta lequizquean beste eriotza mota ascó.
izoztuetan	izoztu	izoztuetan	https://monumenta.wikibase.cloud/wiki/Lexeme:L38823	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	Gogora ditzagun, iñon edo, aditu, edo iracurri ditugun Martyreen tormentuac: ceiñ aundiac aec, ceiñ gogorrac, ceiñ izugarriac! batzuec buru-baguetuac, besteac elorri, aranzetan arrastatuac: batzuec azotéz mallatuac, besteac berun urtu gorian irabiatuac: batzuec surtan erre quiscalduac, besteac putzu izoztuetan itoac: batzuec laurguituac, laurenduac, besteac erdiratuac: batzuec lauridiquituac, besteac beren ezur gucietan abarraquituac, ceatuac, zatituac; eta ecin conta lequizquean beste eriotza mota ascó.
