LAR_LEMMA	EGOKITUA	FAILED_MATCH
Inimicitia	inimicitia	inimicitia
Injurar	injurar	injurar
Innaeible	innaeible	innaeible
Innas	innas	innas
Innoceente	innoceente	innoceente
Inordinado	inordinado	inordinado
Inordinacion	inordinacion	inordinacion
Inpromptu	inpromptu	inpromptu
Inpuribus	inpuribus	inpuribus
Inſenſatez	insensatez	insensatez
Inſenfibilidad	insenfibilidad	insenfibilidad
Inſidia	insidia	insidia
Inſidioſamepte	insidiosamepte	insidiosamepte
Inſidio ſo	insidio so	insidio
Razerſe inſine	razerse insine	razerse
Infignemente	infignemente	infignemente
Darle à vno alguna inſignia	darle a vno alguna insignia	darle
Iunſipido	iunsipido	iunsipido
Haaerſe aſsi inſlente	haaerse asi inslente	haaerse
Inſolenci	insolenci	insolenci
Inſpeecion	inspeecion	inspeecion
Iſtabilidad	istabilidad	istabilidad
Inſtantaneamente	instantaneamente	instantaneamente
Irſtitucion	irstitucion	irstitucion
Lo que ſirye para poner algo	lo que sirye para poner algo	lo
Inſulſillo	insulsillo	insulsillo
Intellectivo	intellectivo	intellectivo
Intencironadamente	intencironadamente	intencironadamente
Hazerſe intenſion	hazerse intension	hazerse
Intercoſunio	intercosunio	intercosunio
Intereſſarſe	interesarse	interesarse
Interjecion	interjecion	interjecion
Inte rnecion	inte rnecion	inte
Interprctado	interprctado	interprctado
Interpretre	interpretre	interpretre
Interronper	interronper	interronper
Lucidos intervalos	lucidos intervalos	lucidos
Inteſti no	intesti no	intesti
Intrincado	intrincado	intrincado
Invectivar	invectivar	invectivar
Invereſimil	inveresimil	inveresimil
Iniar	iniar	iniar
Irregulares de el verbo	irregulares de el verbo	irregulares
Preſ	pres	pres
Imperf	imperf	imperf
Subj	subj	subj
Imperf	imperf	imperf
Indic	indic	indic
Imperf	imperf	imperf
Subj	subj	subj
Imperf	imperf	imperf
Subj preſ	subj pres	subj
Imperf	imperf	imperf
Vele tu	vele tu	vele
Indic	indic	indic
Imperf	imperf	imperf
Optat	optat	optat
Indic	indic	indic
Imperf	imperf	imperf
Optat	optat	optat
Indic	indic	indic
Imperf	imperf	imperf
Irenarcha	irenarcha	irenarcha
Ironìla	ironila	ironila
Irraciona lmente	irraciona lmente	irraciona
Irreculable	irreculable	irreculable
Irreſolubre	irresolubre	irresolubre
Irritacion	irritacion	irritacion
Jaqueſa moneda de Aragòn	jaquesa moneda de aragon	jaquesa
Jeſu Chriſto	jesu christo	jesu
Eſta voz ſignifica vn viage en ſu ida	esta voz significa vn viage en su ida	esta
JLubeteria	jlubeteria	jlubeteria
Judìas	judias	judias
Judihuelos lo miſmo que	judihuelos lo mismo que	judihuelos
Eſto no haze juego con aquello	esto no haze juego con aquello	esto
Jular	jular	jular
Jugo	jugo	jugo
Juguetear	juguetear	juguetear
Eldia de el Juicio	eldia de el juicio	eldia
Hazer juſticia	hazer justicia	hazer
AtL LL	atl ll	atl
Lachrymoeſo	lachrymoeso	lachrymoeso
Lacticinios	lacticinios	lacticinios
Lat	lat	lat
Ladrallal	ladrallal	ladrallal
Pienſa el ladron	piensa el ladron	piensa
Lloraba lagrimas de ſangre	lloraba lagrimas de sangre	lloraba
Lambi car	lambi car	lambi
Lamentoiſo	lamentoiso	lamentoiso
Irpor lana	irpor lana	irpor
Largoſtin	largostin	largostin
Ianteja	ianteja	ianteja
Lanaon	lanaon	lanaon
Laia	laia	laia
Largas	largas	largas
Lo que es digno de laſtima	lo que es digno de lastima	lo
Lava manos	lava manos	lava
Layar	layar	layar
Layado	layado	layado
Layador	layador	layador
Leohecillas de cabrito	leohecillas de cabrito	leohecillas
Lelilles de Moros	lelilles de moros	lelilles
Lema	lema	lema
Los que hablan lengua eſtrangera	los que hablan lengua estrangera	los
Letanlas Mayores	letanlas mayores	letanlas
Lcctuario	lcctuario	lcctuario
Leudar	leudar	leudar
Levrada en la elgrima	levrada en la elgrima	levrada
Leudar	leudar	leudar
Leudo	leudo	leudo
Hazer levantar	hazer levantar	hazer
Lios	lios	lios
Lienre	lienre	lienre
Lga en la plata	lga en la plata	lga
Lgadura	lgadura	lgadura
Ligeruelas	ligeruelas	ligeruelas
Lilailas	lilailas	lilailas
Limaco	limaco	limaco
Limonage	limonage	limonage
Limoncillo	limoncillo	limoncillo
Limpiaduras	limpiaduras	limpiaduras
Linca	linca	linca
Hazecito de lino	hazecito de lino	hazecito
Liquifacer	liquifacer	liquifacer
Liſongero	lisongero	lisongero
Literero	literero	literero
Llamòle ladron	llamole ladron	llamole
Hazer eſtos llantos	hazer estos llantos	hazer
Lat	lat	lat
Llegate aquì	llegate aqui	llegate
Elegar à los vltimos lances aprietos	elegar a los vltimos lances aprietos	elegar
Adjungere	adjungere	adjungere
Lleneo	lleneo	lleneo
Llevat	llevat	llevat
Los verbos	los verbos	los
Indic	indic	indic
Imperf	imperf	imperf
Imperat	imperat	imperat
Optat	optat	optat
Indic	indic	indic
Imperf	imperf	imperf
Iten	iten	iten
F&c	f&c	f&c
Imperat	imperat	imperat
Optat	optat	optat
Imperf	imperf	imperf
Lo miſmo con las terminaciones de el	lo mismo con las terminaciones de el	lo
Indic	indic	indic
Imperf	imperf	imperf
Imperat	imperat	imperat
Optat	optat	optat
Imperf	imperf	imperf
Indic	indic	indic
Imperf	imperf	imperf
Imperat	imperat	imperat
Optat	optat	optat
Imperf	imperf	imperf
Indic	indic	indic
Siendo hembra	siendo hembra	siendo
Imperf	imperf	imperf
Optat	optat	optat
Imperf	imperf	imperf
Indic preſ	indic pres	indic
Aquellos	aquellos	aquellos
Imperf	imperf	imperf
Optat	optat	optat
Imperf	imperf	imperf
Indic	indic	indic
Impef	impef	impef
Optat	optat	optat
Imperf	imperf	imperf
Indic	indic	indic
Imperf	imperf	imperf
Optat	optat	optat
Imperf	imperf	imperf
Indic	indic	indic
Imperat	imperat	imperat
Optat	optat	optat
Imperf	imperf	imperf
Indic	indic	indic
Imperf	imperf	imperf
Imperat	imperat	imperat
Optat	optat	optat
Imperf	imperf	imperf
Indic	indic	indic
Imperf	imperf	imperf
Aquellos	aquellos	aquellos
Optat	optat	optat
Imperf	imperf	imperf
Indic	indic	indic
Imperf	imperf	imperf
Imperat	imperat	imperat
Optat	optat	optat
Imperf	imperf	imperf
Lo miſmo es con los correſpondientes al	lo mismo es con los correspondientes al	lo
Rndic	rndic	rndic
Optat	optat	optat
Indic	indic	indic
Imperf	imperf	imperf
Optat	optat	optat
Im	im	im
Indic	indic	indic
Imperf	imperf	imperf
Imperat	imperat	imperat
Optat	optat	optat
Imperf	imperf	imperf
Indic	indic	indic
Aquèel	aqueel	aqueel
Imperf	imperf	imperf
Imperat	imperat	imperat
Optat	optat	optat
Imperf	imperf	imperf
Siguenſe los tranſitivos	siguense los transitivos	siguense
Indic	indic	indic
Imperf	imperf	imperf
Optat	optat	optat
Imperf	imperf	imperf
Indic	indic	indic
Imperf	imperf	imperf
Optat	optat	optat
Imperf	imperf	imperf
Indic	indic	indic
Imperf	imperf	imperf
Optat preſ	optat pres	optat
Indic	indic	indic
Optat	optat	optat
Imperf	imperf	imperf
Aquellos os llevan	aquellos os llevan	aquellos
Imperf	imperf	imperf
Llueve ?	llueve ?	llueve
Llovirznar	llovirznar	llovirznar
Los verbos	los verbos	los
Indic	indic	indic
Imperf	imperf	imperf
Optat	optat	optat
Imperf	imperf	imperf
Indic	indic	indic
Imperf	imperf	imperf
Loquillo	loquillo	loquillo
Bolverſe loco	bolverse loco	bolverse
Lo que eſtà à raiz de vna	lo que esta a raiz de vna	lo
Porca	porca	porca
Loores	loores	loores
Lucirſele à vno algo	lucirsele a vno algo	lucirsele
Lucidos intervalos	lucidos intervalos	lucidos
Luigano	luigano	luigano
Lunas	lunas	lunas
Luada	luada	luada
Luſtrado aſsi	lustrado asi	lustrado
Luxuriofamente	luxuriofamente	luxuriofamente
Ltxurioſo	ltxurioso	ltxurioso
Lympba	lympba	lympba
Lya	lya	lya
Ly rico	ly rico	ly
Macanreno	macanreno	macanreno
Lat	lat	lat
Machiar	machiar	machiar
Muchucho	muchucho	muchucho
Madraſta	madrasta	madrasta
Mdadre	mdadre	mdadre
Madrar la fruta deſpues de recogida	madrar la fruta despues de recogida	madrar
Mgdaleon	mgdaleon	mgdaleon
Magnates	magnates	magnates
Magos	magos	magos
Magullamiento	magullamiento	magullamiento
Manometiſmo	manometismo	manometismo
Ma aerìa	ma aeria	ma
Majagranzas	majagranzas	majagranzas
Malacuenda lo miſmo que	malacuenda lo mismo que	malacuenda
Mfalcaſo	mfalcaso	mfalcaso
Malcontenito	malcontenito	malcontenito
Elmalo ſiempre pienſa engaño	elmalo siempre piensa engaño	elmalo
Malqniſtado	malqnistado	malqnistado
Nazer en las malvas	nazer en las malvas	nazer
Mavaviſco	mavavisco	mavavisco
Mamacallos	mamacallos	mamacallos
Mamarracho	mamarracho	mamarracho
Maotreto	maotreto	maotreto
Mamao	mamao	mamao
Indic	indic	indic
Imperf	imperf	imperf
Opta preſ	opta pres	opta
Manandome ſangre vengo	manandome sangre vengo	manandome
Manandome ſangre vine	manandome sangre vine	manandome
Indic	indic	indic
Imperf	imperf	imperf
Optat	optat	optat
Imperf	imperf	imperf
Nancebia	nancebia	nancebia
Mſanco	msanco	msanco
Aliter	aliter	aliter
Adeo	adeo	adeo
Multifariam	multifariam	multifariam
Maguito	maguito	maguito
Manifſieſto	manifsiesto	manifsiesto
Manirroto	manirroto	manirroto
Manirrotura	manirrotura	manirrotura
Ma nſamente	ma nsamente	ma
Mantero	mantero	mantero
Marto	marto	marto
Manzaa	manzaa	manzaa
Mañas	mañas	mañas
Eldia de mañana	eldia de mañana	eldia
Muy de mañana	muy de mañana	muy
Mañañear	mañañear	mañañear
Maravillarſe	maravillarse	maravillarse
Margenado	margenado	margenado
Marquiſita	marquisita	marquisita
Mdarrano	mdarrano	mdarrano
Martinetes	martinetes	martinetes
Marinete de herreria	marinete de herreria	marinete
Martingaia	martingaia	martingaia
Martrio	martrio	martrio
Martyrizcædo	martyrizcaedo	martyrizcaedo
Mdartyrologio	mdartyrologio	mdartyrologio
Los mas	los mas	los
Las mas vezes	las mas vezes	las
Lo mas mas	lo mas mas	lo
Matcabado	matcabado	matcabado
Mfaieulino	mfaieulino	mfaieulino
Matafuego	matafuego	matafuego
Matheratico	matheratico	matheratico
Matrizes de Imprenta	matrizes de imprenta	matrizes
Hazerſe aſsi mayor	hazerse asi mayor	hazerse
Moyordomſa	moyordomsa	moyordomsa
Mazero	mazero	mazero
Maorca de maiz deigranada	maorca de maiz deigranada	maorca
Mechanina accion mezquina	mechanina accion mezquina	mechanina
Mſechaniquez	msechaniquez	msechaniquez
Ilaman al palo aſto	ilaman al palo asto	ilaman
Medjanos	medjanos	medjanos
Medieeas	medieeas	medieeas
Mcdico	mcdico	mcdico
Mcdio	mcdio	mcdio
Mtdiodia	mtdiodia	mtdiodia
Mcdia Luna	mcdia luna	mcdia
Mcdir	mcdir	mcdir
Mſeido	mseido	mseido
Medtacio	medtacio	medtacio
Megir los huevos	megir los huevos	megir
Melancolia	melancolia	melancolia
Melancolico	melancolico	melancolico
Melancolizar	melancolizar	melancolizar
Traer à la melena	traer a la melena	traer
Melifſuo	melifsuo	melifsuo
Molodrama	molodrama	molodrama
Meloncito	meloncito	meloncito
Mælote	maelote	maelote
Men	men	men
Mcementos de la Miſſa	mcementos de la misa	mcementos
Hazer ſu s mementos	hazer su s mementos	hazer
Mcmnenidas	mcmnenidas	mcmnenidas
Menmorable	menmorable	menmorable
Mcmorar	mcmorar	mcmorar
Menante	menante	menante
Es meneſter	es menester	es
Seria meneſter	seria menester	seria
Avrè meneſter	avre menester	avre
Meninas	meninas	meninas
Meninos	meninos	meninos
Mſenores	msenores	msenores
Clerigos Menores	clerigos menores	clerigos
Lo menos es eſſo	lo menos es eso	lo
Menocabador	menocabador	menocabador
Menſlagero	menslagero	menslagero
Menſualmenre	mensualmenre	mensualmenre
Meitalmcnte	meitalmcnte	meitalmcnte
Mcitar	mcitar	mcitar
Mentrir	mentrir	mentrir
Miento	miento	miento
Men daciter	men daciter	men
Menuce les lo miſmo que	menuce les lo mismo que	menuce
Meoſlo	meoslo	meoslo
Mercachifle	mercachifle	mercachifle
Merca dante	merca dante	merca
Muchas mercedes	muchas mercedes	muchas
Mercedario	mercedario	mercedario
Merderiìa	merderiia	merderiia
Merid no	merid no	merid
Mer	mer	mer
Mefilla	mefilla	mefilla
Meſſis cuſtos	mesis custos	mesis
Meteorologìa	meteorologia	meteorologia
Mecla	mecla	mecla
Mezuinamente	mezuinamente	mezuinamente
Mierra	mierra	mierra
Hazer buenas migas	hazer buenas migas	hazer
Mirmbral	mirmbral	mirmbral
Mimio	mimio	mimio
Mineta	mineta	mineta
Menucia	menucia	menucia
Es muy mio	es muy mio	es
Soy mio	soy mio	soy
Lo mio mio	lo mio mio	lo
Miralo	miralo	miralo
Miren con lo que ſale	miren con lo que sale	miren
Miſericordioſamenre	misericordiosamenre	misericordiosamenre
Lo miſmo es	lo mismo es	lo
Lo miſmo miſmo	lo mismo mismo	lo
Miſsiva	misiva	misiva
Moca	moca	moca
Mochiller	mochiller	mochiller
Mocos	mocos	mocos
Modales	modales	modales
Eſtoy à mi modo	estoy a mi modo	estoy
Modreo	modreo	modreo
Mogigateria	mogigateria	mogigateria
MJoler	mjoler	mjoler
Mlido	mlido	mlido
Eſtoy molido	estoy molido	estoy
Molilenda	molilenda	molilenda
Mollej	mollej	mollej
Ber duro de mollera	ber duro de mollera	ber
Mdolletes mofletes	mdolletes mofletes	mdolletes
Mollea	mollea	mollea
Momarracho	momarracho	momarracho
AMonacillo	amonacillo	amonacillo
Monges ſe llaman oy los de las Ordenes	monges se llaman oy los de las ordenes	monges
Moai	moai	moai
Montaño	montaño	montaño
Montañas de Burgos	montañas de burgos	montañas
Monnel arma de fuego	monnel arma de fuego	monnel
Monterrey	monterrey	monterrey
Montara	montara	montara
Moequete	moequete	moequete
Moquetearſe	moquetearse	moquetearse
Morciegalo	morciegalo	morciegalo
Moerdiſco	moerdisco	moerdisco
Morondanga	morondanga	morondanga
Morrina de el ganado	morrina de el ganado	morrina
Mrriña	mrriña	mrriña
Miortero de bombas	miortero de bombas	miortero
Mortecinio	mortecinio	mortecinio
Mortihicado	mortihicado	mortihicado
Molcarda	molcarda	molcarda
Moſeatel	moseatel	moseatel
Mofquetazo	mofquetazo	mofquetazo
Moſqueteros en los corrales de Come-	mosqueteros en los corrales de come-	mosqueteros
Eſta voz viene de el Baſcuence	esta voz viene de el bascuence	esta
Motacen	motacen	motacen
Mſeotor	mseotor	mseotor
Movedih	movedih	movedih
Moedor	moedor	moedor
Rovedura	rovedura	rovedura
Mſover; uguitu	msover; uguitu	msover;
Efte verbo tiene los irregulares ſiguiep-	efte verbo tiene los irregulares siguiep-	efte
Indic	indic	indic
ImperE e ſo movia	impere e so movia	impere
Imperat	imperat	imperat
Opt	opt	opt
Imperf	imperf	imperf
Indic	indic	indic
Imperf	imperf	imperf
Imperat	imperat	imperat
Optat	optat	optat
Imperf	imperf	imperf
Indicepie	indicepie	indicepie
Imperf	imperf	imperf
Optat	optat	optat
Imperf	imperf	imperf
Indic	indic	indic
Imperf	imperf	imperf
Optat	optat	optat
Imperf	imperf	imperf
Indic	indic	indic
Imperf	imperf	imperf
Optat	optat	optat
Imperf	imperf	imperf
Indic	indic	indic
Tranſivivo à la tercera perſona	transivivo a la tercera persona	transivivo
Indic	indic	indic
Imperf	imperf	imperf
Optat	optat	optat
Imperf	imperf	imperf
Indic	indic	indic
Imperf	imperf	imperf
Optat	optat	optat
Imperf	imperf	imperf
Indic	indic	indic
Indic	indic	indic
Indic	indic	indic
Tranſirivo al	transirivo al	transirivo
Indic	indic	indic
Imperf	imperf	imperf
Optat	optat	optat
Im erf	im erf	im
Indic	indic	indic
Imperf	imperf	imperf
Optat	optat	optat
Imperf	imperf	imperf
Indic	indic	indic
Imperf	imperf	imperf
Optat	optat	optat
Imperf	imperf	imperf
Indic	indic	indic
Imperf	imperf	imperf
Optat	optat	optat
Imperf	imperf	imperf
Indie	indie	indie
Muchacha	muchacha	muchacha
Muchachona	muchachona	muchachona
Muchas vezes	muchas vezes	muchas
Muchos años	muchos años	muchos
Muy	muy	muy
Muiltiplice	muiltiplice	muiltiplice
Muirecillo	muirecillo	muirecillo
Mrmullo	mrmullo	mrmullo
Mrpones	mrpones	mrpones
Mus	mus	mus
Eſta voz pudo venir de el Baſcuence	esta voz pudo venir de el bascuence	esta
Muſgaio	musgaio	musgaio
Rrrhado	rrrhado	rrrhado
Mſterio	msterio	msterio
Mthologia	mthologia	mthologia
JMIH	jmih	jmih
Madadura	madadura	madadura
Ndar	ndar	ndar
Napha	napha	napha
Ventauas de las narices	ventauas de las narices	ventauas
Naſſ ta peſcar	nas ta pescar	nas
Nataril	nataril	nataril
Natuiralidad	natuiralidad	natuiralidad
Naturalizrie	naturalizrie	naturalizrie
Nauftragante	nauftragante	nauftragante
Naufiragio	naufiragio	naufiragio
Naufirago	naufirago	naufirago
Naulea	naulea	naulea
Naajada	naajada	naajada
Navegable	navegable	navegable
Navidades	navidades	navidades
NEora	neora	neora
Nelina	nelina	nelina
Nerina	nerina	nerina
Nebuioſo	nebuioso	nebuioso
Harerſe aſsi neceſsitado	harerse asi necesitado	harerse
Neetar	neetar	neetar
Sabiendo que lo ha de negar ſe lo he pre-	sabiendo que lo ha de negar se lo he pre-	sabiendo
Nemifar	nemifar	nemifar
Neneidas	neneidas	neneidas
Nerino	nerino	nerino
MNi	mni	mni
Ninguna ceoſa	ninguna ceosa	ninguna
Ninguo	ninguo	ninguo
Nia	nia	nia
Niada	niada	niada
Niñiato	niñiato	niñiato
Nineria	nineria	nineria
Ninñez	ninñez	ninñez
Nonato	nonato	nonato
Noqute	noqute	noqute
Nordeſte	nordeste	nordeste
Nrdoveſte	nrdoveste	nrdoveste
Note	note	note
Nta	nta	nta
MNotario	mnotario	mnotario
Novedades	novedades	novedades
Nov el	nov el	nov
Nov enta	nov enta	nov
Novill	novill	novill
Noviilo	noviilo	noviilo
Novillos	novillos	novillos
Nuarron	nuarron	nuarron
Hazerſe de nuevas	hazerse de nuevas	hazerse
Cogerle de nuevo	cogerle de nuevo	cogerle
Nutado	nutado	nutado
Nagaza	nagaza	nagaza
Ar	ar	ar
Noño	noño	noño
IH	ih	ih
Aut	aut	aut
Obcecado	obcecado	obcecado
Hazerſe obedecer	hazerse obedecer	hazerse
Eos que eſtàn en obediencia	eos que estan en obediencia	eos
Objecion	objecion	objecion
Objetado	objetado	objetado
Olea	olea	olea
Obliqudad	obliqudad	obliqudad
Obrarè	obrare	obrare
Obcurecido	obcurecido	obcurecido
Obſeqnioſamente	obseqniosamente	obseqniosamente
Oſtruir	ostruir	ostruir
Obſtruido	obstruido	obstruido
Oeltacion	oeltacion	oeltacion
Obtulangulo	obtulangulo	obtulangulo
Obvenirle	obvenirle	obvenirle
Ocafional	ocafional	ocafional
Occaſo	occaso	occaso
Oehava	oehava	oehava
Oehavar	oehavar	oehavar
Ochenton	ochenton	ochenton
Octoſyllabo	octosyllabo	octosyllabo
Oceltamcnte	oceltamcnte	oceltamcnte
Negotium	negotium	negotium
Ocuparſe n algo	ocuparse n algo	ocuparse
Oſenſivo	osensivo	osensivo
Es buen oficial	es buen oficial	es
Oſicina de maldades	osicina de maldades	osicina
Tomarlo por oficio	tomarlo por oficio	tomarlo
HIazer oìdos de Mercader	hiazer oidos de mercader	hiazer
Oſdorìa	osdoria	osdoria
Deoldas	deoldas	deoldas
Indic	indic	indic
Las vozes que no ſe encontraren aquì	las vozes que no se encontraren aqui	las
Ojeras	ojeras	ojeras
Ojuela	ojuela	ojuela
Oſio	osio	osio
Amore devinctum eſſe	amore devinctum ese	amore
Ominat	ominat	ominat
Eſtas dos vozes	estas dos vozes	estas
Onic piedra precioſa	onic piedra preciosa	onic
Ophtlmia	ophtlmia	ophtlmia
Opilarſe	opilarse	opilarse
Oportunamentc	oportunamentc	oportunamentc
Oprobio	oprobio	oprobio
Ora	ora	ora
Ora ſea eſto	ora sea esto	ora
Oracioh vocal	oracioh vocal	oracioh
Rtem	rtem	rtem
Orallar	orallar	orallar
Orballo	orballo	orballo
Oreheſtra	orehestra	orehestra
PForer en orden	pforer en orden	pforer
Crdenador	crdenador	crdenador
Ordear	ordear	ordear
Ordiariamente	ordiariamente	ordiariamente
Hazerſe orgulloſo	hazerse orgulloso	hazerse
Orihalco	orihalco	orihalco
Orillarſe	orillarse	orillarse
Orinque	orinque	orinque
Ornamientar lo miſmo que	ornamientar lo mismo que	ornamientar
Es otro tanto oro	es otro tanto oro	es
Or ozuz	or ozuz	or
Otiga	otiga	otiga
Oſcilacìion	oscilaciion	oscilaciion
OUſiſraga	ousisraga	ousisraga
Oſtecologia	ostecologia	ostecologia
Oſtros	ostros	ostros
Eſſa es otra	esa es otra	esa
Ovalar	ovalar	ovalar
Ovejita	ovejita	ovejita
Hazerſe vn ovillo	hazerse vn ovillo	hazerse
IJH	ijh	ijh
Es de valiente pachorra	es de valiente pachorra	es
Padraftro	padraftro	padraftro
Mſunus ſuſceptoris in baptiſmo	msunus susceptoris in baptismo	msunus
Eſtoy muy pagado de ti	estoy muy pagado de ti	estoy
Payla	payla	payla
Paylon	paylon	paylon
Palominas vbas	palominas vbas	palominas
Paiorear	paiorear	paiorear
Paludo	paludo	paludo
Pamponage	pamponage	pamponage
Pmplilla	pmplilla	pmplilla
Pmplina	pmplina	pmplina
Pmpingrada	pmpingrada	pmpingrada
Dure lo que durare como cuchara de pan	dure lo que durare como cuchara de pan	dure
Pandillero	pandillero	pandillero
Pantomimo	pantomimo	pantomimo
Pantorrilleras	pantorrilleras	pantorrilleras
Pañiales	pañiales	pañiales
Raño	raño	raño
Papanigo de camino	papanigo de camino	papanigo
Zapatos papales	zapatos papales	zapatos
Prparraſolla	prparrasolla	prparrasolla
Too	too	too
Paraiio	paraiio	paraiio
Faramo	faramo	faramo
Paraphraſtico	paraphrastico	paraphrastico
Labort ſignifica detenerſe	labort significa detenerse	labort
Dr	dr	dr
Parecerle à vno	parecerle a vno	parecerle
Indic	indic	indic
Pret	pret	pret
Subj	subj	subj
Pareceme que ſi	pareceme que si	pareceme
Parece que ſi	parece que si	parece
Indic	indic	indic
Imperf	imperf	imperf
Optat	optat	optat
Imperf	imperf	imperf
Parecerle aſsi equivocandoſe	parecerle asi equivocandose	parecerle
Es parecidiſsimo à ſu padre	es parecidisimo a su padre	es
Hendida eſtà la pared	hendida esta la pared	hendida
Las paredes tienenojos	las paredes tienenojos	las
Parhnelias	parhnelias	parhnelias
Parientes cercanos	parientes cercanos	parientes
Parieta ria	parieta ria	parieta
Paraficar	paraficar	paraficar
Paroxiſmo	paroxismo	paroxismo
Los pelos de el parpado	los pelos de el parpado	los
Parrapbo	parrapbo	parrapbo
Pasrar	pasrar	pasrar
Hazer las partes de alguno	hazer las partes de alguno	hazer
Mugeres de el partido	mugeres de el partido	mugeres
Patimento partimiento	patimento partimiento	patimento
Paſquiada	pasquiada	pasquiada
Paſſala	pasala	pasala
Paſſdizo	pasdizo	pasdizo
Paſiagero lugar	pasiagero lugar	pasiagero
Paiiſante en alguna facultad	paiisante en alguna facultad	paiisante
Paſſantìia	pasantiia	pasantiia
Paoar	paoar	paoar
Paſſarlo bien	pasarlo bien	pasarlo
Paſiar	pasiar	pasiar
Paſſarſele por alto	pasarsele por alto	pasarsele
Lo paſſado	lo pasado	lo
Eſtaſe paſſeando	estase paseando	estase
Paſsionde Chriſto	pasionde christo	pasionde
Paision	paision	paision
Paſ ito	pas ito	pas
Paieivamente	paieivamente	paieivamente
Paſſor	pasor	pasor
Patadas	patadas	patadas
Patærnal	pataernal	pataernal
Pater noſter	pater noster	pater
Patihendido	patihendido	patihendido
Pave	pave	pave
Pavionear	pavionear	pavionear
Alegrarſele la paxarilla	alegrarsele la paxarilla	alegrarsele
Dexanos en paz	dexanos en paz	dexanos
Eſtamos en paz	estamos en paz	estamos
Pechos de muger	pechos de muger	pechos
Echarie a pechos	echarie a pechos	echarie
Pedagogila	pedagogila	pedagogila
Redagogo	redagogo	redagogo
Hazer pedazos	hazer pedazos	hazer
Pegujalillo	pegujalillo	pegujalillo
Peinaduras	peinaduras	peinaduras
Pelameſu	pelamesu	pelamesu
Pelanduſea	pelandusea	pelandusea
Pelantrin	pelantrin	pelantrin
Pelaa	pelaa	pelaa
Peſeado	peseado	peseado
Pelicno	pelicno	pelicno
Pelirubio	pelirubio	pelirubio
Pelitriques	pelitriques	pelitriques
Pellejia	pellejia	pellejia
Eſtan jugando à la pelota	estan jugando a la pelota	estan
Dcotazo	dcotazo	dcotazo
Penrado	penrado	penrado
Pcnc	pcnc	pcnc
Hazerie de pencas	hazerie de pencas	hazerie
Pendientes de orejas	pendientes de orejas	pendientes
Pcoiero	pcoiero	pcoiero
Penrd	penrd	penrd
Penetrabiſidad	penetrabisidad	penetrabisidad
Peoſo	peoso	peoso
Penlamiento	penlamiento	penlamiento
Penlar	penlar	penlar
Peniſo	peniso	peniso
Penſaa yo	pensaa yo	pensaa
Pienſalo bien	piensalo bien	piensalo
Es meneſter penſarlo de eſpacio	es menester pensarlo de espacio	es
Penſe que	pense que	pense
Penſina io	pensina io	pensina
Pentadactilo	pentadactilo	pentadactilo
Pentagrama	pentagrama	pentagrama
Penametro	penametro	penametro
Pentaphilon	pentaphilon	pentaphilon
Peado	peado	peado
Peñaſcal	peñascal	peñascal
Lo peor de el caſo es	lo peor de el caso es	lo
Perceptile	perceptile	perceptile
Hazer perder à alguno	hazer perder a alguno	hazer
Perderiſe	perderise	perderise
Es vn perdido	es vn perdido	es
Perdone v	perdone v	perdone
Perecimiento	perecimiento	perecimiento
Perentoriamente	perentoriamente	perentoriamente
Pertil	pertil	pertil
Perfi ado aſsi	perfi ado asi	perfi
Periunctoriamente	periunctoriamente	periunctoriamente
Perſunctorio	persunctorio	persunctorio
Pegeñar	pegeñar	pegeñar
Perrniſſo	perrniso	perrniso
Pernicies	pernicies	pernicies
Pcrnigon	pcrnigon	pcrnigon
Pc nio	pc nio	pc
Perniquebhr	perniquebhr	perniquebhr
RPerno	rperno	rperno
Perietuado	perietuado	perietuado
Perpetuldad	perpetuldad	perpetuldad
Piaño	piaño	piaño
Es vna perrera	es vna perrera	es
Perſevante	persevante	persevante
Vna perſona	vna persona	vna
Perionero	perionero	perionero
Perſpecuidad	perspecuidad	perspecuidad
Perſuadome	persuadome	persuadome
Periuadio eſtoy	periuadio estoy	periuadio
Perſuaſiole	persuasiole	persuasiole
Lo que le puede pertenecer	lo que le puede pertenecer	lo
Ipr	ipr	ipr
Optat	optat	optat
Imperfi	imperfi	imperfi
Imperf	imperf	imperf
Optat	optat	optat
Imperf	imperf	imperf
Indic	indic	indic
Impert	impert	impert
Otros irregulares de el verbo	otros irregulares de el verbo	otros
Pereeedie	pereeedie	pereeedie
Perrenecido	perrenecido	perrenecido
JPervertir	jpervertir	jpervertir
Pe ſcada	pe scada	pe
Peſcbre	pescbre	pescbre
Peſpantar	pespantar	pespantar
Pcſquera	pcsquera	pcsquera
Pe	pe	pe
Peſtilenca	pestilenca	pestilenca
Peſilencial	pesilencial	pesilencial
Pcz	pcz	pcz
Peonera	peonera	peonera
Veanſe en la Fen fa	veanse en la fen fa	veanse
Pir	pir	pir
Puede paſſar por ls picas de Flandes	puede pasar por ls picas de flandes	puede
Picacureba	picacureba	picacureba
Pcarſe los licores	pcarse los licores	pcarse
Picaſtote	picastote	picastote
Pi caza	pi caza	pi
Picao	picao	picao
Pcazon de cuerpo	pcazon de cuerpo	pcazon
IPch	ipch	ipch
Pieii	pieii	pieii
PFieza por pieza	pfieza por pieza	pfieza
Hazer piezas	hazer piezas	hazer
